10,02,00,00,31,1f,1e,1f,3c,1f,62,1f,67,1f,b6,1f,cd,1f,db,20,17,20,49,20,bb,21,1d,21,7c,21,ad,21,d6,21,dc,21,cb,21,a9,21,7b,21,35,20,b2,20,49,1f,ea,1f,a0,1f,87,1f,76,1f,51,1f,69,1f,93,1f,c5,1f,e7,20,3c,20,65,20,73,20,54,20,52,20,35,20,02,20,07,EOP
10,02,00,00,32,1f,cf,1f,c2,1f,fa,20,13,20,2c,20,2b,20,14,20,01,20,43,20,6b,20,82,20,b1,20,e9,20,ad,20,cf,20,bd,20,9b,20,47,20,0c,20,0d,20,2c,1f,e5,1f,dd,1f,c7,1f,b6,1f,de,1f,ea,1f,e5,1f,fc,20,1b,20,21,20,1a,20,2f,20,28,20,48,20,22,20,48,20,4e,EOP
10,02,00,00,33,20,24,20,16,20,3a,20,43,20,73,20,8e,20,b6,20,6e,20,43,20,1a,1f,ec,1f,b4,1f,91,1f,6c,1f,71,1f,58,1f,68,1f,cf,20,07,20,4c,20,42,20,32,20,4e,20,55,20,87,20,6e,20,67,20,48,20,3e,20,33,1f,f9,1f,99,1f,b6,1f,bb,1f,ae,1f,c6,1f,be,1f,b6,EOP
10,02,00,00,34,1f,c7,1f,a8,1f,5e,1f,71,1f,95,1f,92,1f,b5,1f,d0,20,3e,20,70,20,89,20,df,21,0a,21,05,21,1e,21,18,21,02,20,c1,20,98,20,56,20,03,1f,ff,1f,fd,1f,ed,1f,b6,1f,a1,1f,d9,1f,f8,20,1c,20,6c,20,8e,20,ef,20,e8,20,f2,20,ba,20,ac,20,72,20,3f,EOP
10,02,00,00,35,1f,ff,1f,cb,1f,c0,1f,d8,20,0f,20,06,1f,da,1f,d9,20,1e,20,39,20,20,20,11,20,01,1f,fd,1f,cd,1f,bf,1f,d6,1f,c5,1f,b3,1f,dc,1f,ee,1f,b6,1f,d5,1f,e6,20,0b,20,18,20,21,20,0b,1f,e6,1f,d2,1f,cd,1f,d5,20,23,20,9e,20,d6,21,00,21,6c,21,d2,EOP
10,02,00,00,36,21,a7,21,7c,21,52,21,29,20,f2,20,bb,20,62,1f,fd,1f,93,1f,80,1f,79,1f,63,1f,30,1e,ec,1e,c3,1e,c4,1e,c6,1e,df,1f,11,1f,47,1f,6a,1f,a0,1f,fe,20,2c,20,63,20,74,20,5a,20,48,20,55,20,4e,20,6d,20,9f,20,78,20,8d,20,bd,20,dc,21,01,21,0c,EOP
10,02,00,00,37,20,f9,20,e7,20,76,20,72,20,42,20,0c,1f,c4,1f,8a,1f,44,1f,2c,1e,f3,1e,eb,1e,e0,1f,28,1f,4c,1f,76,1f,e9,20,46,20,98,20,df,21,2f,21,42,21,7f,21,77,21,8b,21,4f,21,3d,20,f2,20,f8,20,c4,20,b8,20,aa,20,ab,20,b3,20,a5,20,91,20,da,20,8f,EOP
10,02,00,00,38,20,5e,20,34,20,13,1f,9a,1f,41,1f,0b,1f,01,1e,c1,1e,a9,1e,63,1e,3b,1e,78,1e,9d,1e,f6,1f,4a,1f,99,1f,e9,20,25,20,7b,20,b9,20,c4,20,df,20,cf,20,dd,20,80,20,93,20,3d,20,0d,1f,cd,1f,e4,1f,d5,20,12,20,4d,20,71,20,7c,20,95,20,99,20,94,EOP
10,02,00,00,39,20,3e,1f,e8,1f,8e,1f,2c,1e,ca,1e,7e,1e,4b,1e,7c,1e,cb,1e,ee,1f,61,1f,9a,20,04,20,7a,20,d9,21,68,21,fb,22,5a,22,78,22,72,22,5e,22,2d,21,b8,20,d8,1f,e2,1e,ef,1e,09,1d,44,1c,de,1c,b1,1c,e9,1d,3e,1d,c1,1e,24,1e,7c,1f,0f,1f,ac,20,44,EOP
10,02,00,00,3a,20,c7,21,02,21,1b,21,63,21,a4,21,d3,21,f8,22,0a,21,d3,21,91,21,73,21,10,20,c3,20,61,20,16,1f,f9,1f,7d,1f,1e,1e,cb,1e,80,1e,64,1e,aa,1e,cf,1e,cf,1e,d7,1e,fa,1f,2c,1f,4b,1f,ae,1f,c7,20,28,20,aa,20,ec,20,f9,21,10,21,08,21,0a,20,a8,EOP
10,02,00,00,3b,20,8e,20,5b,20,25,20,22,1f,cf,1f,c3,1f,dc,1f,fb,20,19,20,54,20,6e,20,9a,20,cb,20,be,20,d0,20,8a,20,70,20,62,20,34,20,18,1f,c1,1f,9f,1f,75,1f,05,1e,e1,1e,db,1e,a2,1e,cb,1f,21,1f,64,1f,a0,1f,f2,20,32,20,5a,20,66,20,73,20,b1,20,d0,EOP
10,02,00,00,3c,20,bf,20,ad,20,86,20,a4,20,97,20,67,20,1f,1f,ea,1f,e5,1f,d5,1f,69,1f,0a,1e,e9,1e,e5,1e,f9,1f,17,1f,5d,1f,8c,1f,f3,20,14,20,44,20,73,20,6e,20,74,20,84,20,78,20,7a,20,8c,20,b1,20,b7,20,d0,20,cc,20,ca,20,c3,20,a8,20,7a,20,7d,20,54,EOP
10,02,00,00,3d,20,2f,20,1b,1f,f7,1f,dc,1f,de,20,0e,20,35,20,5b,20,8f,20,a8,20,c8,21,02,21,1d,20,e9,20,a6,20,49,20,3a,20,09,1f,b5,1f,a1,1f,6e,1f,4f,1e,f3,1f,03,1e,ee,1f,34,1f,9c,1f,ac,1f,de,20,2b,20,3f,20,53,20,73,20,4c,20,14,1f,ae,1f,63,1f,2f,EOP
10,02,00,00,3e,1f,35,1e,e3,1e,a1,1e,a4,1e,b1,1e,e4,1f,18,1f,4e,1f,77,1f,b2,20,0d,20,37,20,6e,20,9e,20,f6,21,41,21,3d,21,12,20,fc,20,eb,20,b2,20,ac,20,44,20,3a,1f,f7,1f,c2,1f,8d,1f,9b,1f,96,1f,87,1f,68,1f,1b,1e,f1,1e,e8,1e,eb,1e,f0,1e,d2,1e,e8,EOP
10,02,00,00,3f,1e,f2,1f,44,1f,a2,1f,eb,20,55,21,12,21,bd,21,ff,21,ed,22,22,21,c1,21,56,20,b6,20,13,1f,68,1e,ec,1e,a7,1e,68,1e,74,1e,a2,1e,e4,1f,54,1f,cf,20,82,20,d8,21,14,21,2a,21,3c,20,fb,20,b3,20,77,20,3e,1f,f0,1f,b4,1f,7d,1f,7a,1f,e4,1f,fc,EOP
10,02,00,00,40,20,44,20,95,20,e6,21,29,21,6f,21,45,21,3a,20,ca,20,c1,20,99,20,40,20,0d,1f,c0,1f,92,1f,84,1f,5e,1f,67,1f,59,1f,6b,1f,a2,1f,81,1f,92,1f,98,1f,9d,1f,98,1f,67,1e,ff,1e,c5,1e,ba,1e,91,1e,91,1e,b9,1e,d3,1f,02,1f,79,20,48,20,9c,21,27,EOP
10,02,00,00,41,21,72,21,e4,22,40,22,31,22,07,21,cc,21,50,20,a9,1f,f5,1f,6b,1f,02,1e,94,1e,39,1e,24,1e,65,1e,db,1f,7b,20,4c,21,1a,21,de,22,5e,22,a6,22,92,22,33,21,c6,21,38,20,6b,1f,a3,1f,27,1e,d3,1e,c9,1e,96,1e,7b,1e,6a,1e,9f,1e,bc,1e,d9,1f,30,EOP
10,02,00,00,42,1f,38,1f,65,1f,a8,1f,d3,20,15,20,56,20,a2,20,9b,20,9e,20,e4,20,ce,20,a7,20,c3,20,8e,20,ae,20,ac,20,d8,20,e7,20,cf,20,c3,20,f4,20,87,20,56,20,34,20,0d,1f,e0,1f,be,1f,b3,1f,ac,1f,e6,20,30,20,2f,20,21,20,35,20,48,20,64,20,73,20,5f,EOP
10,02,00,00,43,20,bb,20,e8,20,d6,20,bf,20,c2,20,b9,20,ac,20,95,20,63,20,44,20,00,1f,f6,1f,d8,1f,bb,1f,b7,1f,99,1f,cd,20,0b,20,00,1f,ff,20,15,20,22,1f,f8,1f,e6,1f,ca,1f,cd,1f,ea,1f,c1,1f,fb,20,3b,20,78,20,94,20,ad,20,a7,20,ce,20,c7,20,ea,20,de,EOP
10,02,00,00,44,20,b0,20,9e,20,9b,20,66,20,2c,20,04,1f,b6,1f,73,1f,58,1f,6d,1f,5b,1f,2e,1f,1e,1f,2e,1f,31,1f,9f,1f,dc,20,18,20,61,20,a0,20,fe,21,51,21,8c,21,93,21,84,21,7f,21,50,21,35,21,21,20,87,20,5c,1f,fd,1f,a3,1f,5c,1f,45,1f,2b,1f,0c,1f,0e,EOP
10,02,00,00,45,1f,12,1f,24,1f,3e,1f,8a,20,06,20,4f,20,90,20,e4,21,37,21,4c,21,5c,21,37,20,ec,20,a0,20,79,20,33,1f,ba,1f,98,1f,3a,1e,ea,1e,97,1e,97,1e,79,1e,80,1e,bf,1f,23,1f,3d,1f,88,1f,e9,20,32,20,9b,20,c1,21,26,21,4c,21,40,21,1f,20,e8,20,a0,EOP
10,02,00,00,46,20,39,1f,c9,1f,7e,1f,69,1f,73,1f,68,1f,63,1f,6a,1f,80,1f,9d,1f,a8,1f,c2,1f,c6,1f,a0,1f,e0,20,08,20,39,20,aa,20,b2,20,b6,20,97,20,80,20,67,20,0f,1f,d6,1f,ae,1f,9c,1f,bf,1f,da,20,04,20,02,1f,ec,1f,fc,20,4b,20,55,20,34,20,21,20,13,EOP
10,02,00,00,47,20,06,20,0b,1f,fe,1f,e9,20,06,1f,ed,20,0f,20,04,1f,d0,1f,ee,20,24,20,66,20,68,20,64,20,1b,1f,f2,1f,ce,1f,df,1f,9f,1f,82,1f,91,1f,87,1f,be,20,25,20,85,20,cf,21,24,21,bc,21,e7,21,e2,21,a5,21,6d,21,09,20,d2,20,72,20,1c,1f,e2,1f,9e,EOP
10,02,00,00,48,1f,64,1f,6c,1f,6a,1f,d1,20,17,20,3f,20,6d,20,18,1f,db,1f,c2,1f,ea,1f,bc,1f,af,1f,5f,1f,71,1f,93,1f,a5,1f,86,1f,7b,1f,7f,1f,aa,1f,bd,20,16,20,40,20,6e,20,bc,20,e1,20,d3,20,d4,20,b7,20,94,20,5c,20,33,20,25,20,07,20,0d,1f,e7,1f,a1,EOP
10,02,00,00,49,1f,9e,1f,b1,1f,b5,1f,dd,20,0d,20,1a,1f,fc,20,1d,20,22,20,45,20,4d,20,6f,20,79,20,dc,21,4f,21,99,21,9d,21,91,21,ac,21,7f,21,3b,20,db,20,ab,20,98,20,74,20,08,1f,dc,1f,a3,1f,76,1f,5c,1f,4f,1f,18,1f,5b,1f,5a,1f,2b,1f,33,1f,66,1f,97,EOP
10,02,00,00,4a,1f,66,1f,79,1f,84,1f,be,1f,d8,20,09,20,26,20,2a,20,41,20,06,20,0d,20,36,20,42,20,41,20,41,20,0d,1f,bd,1f,8a,1f,4d,1f,35,1f,16,1e,f8,1f,04,1f,1c,1f,1f,1f,64,1f,da,20,55,20,e6,21,3a,21,59,21,65,21,54,21,0d,20,9e,20,37,1f,f7,1f,9e,EOP
10,02,00,00,4b,1f,7b,1f,04,1e,e8,1e,e1,1e,ab,1e,c2,1e,f6,1f,22,1f,55,1f,a8,1f,d6,1f,e3,20,2c,20,6a,20,a2,20,ca,20,dc,20,f1,20,c9,20,d0,20,95,20,55,20,74,20,85,20,9e,20,bd,20,ca,20,c1,20,c7,20,bb,20,93,20,81,20,20,1f,ef,1f,8d,1f,2e,1e,f5,1e,f8,EOP
10,02,00,00,4c,1e,db,1e,c4,1e,fb,1f,46,1f,b9,20,3c,20,9b,21,00,21,2e,21,3e,21,4e,21,60,21,3a,20,af,20,26,1f,69,1e,de,1e,14,1d,8d,1d,83,1d,a8,1e,0c,1e,7d,1f,0a,1f,95,1f,f3,20,70,20,b7,21,05,21,21,20,f4,20,9f,20,38,1f,a9,1f,3f,1e,c7,1e,9f,1e,bb,EOP
10,02,00,00,4d,1e,c5,1e,d6,1e,d4,1f,6d,1f,be,1f,de,20,18,20,82,20,ce,20,f7,21,19,21,7b,21,9b,21,d5,21,ed,21,c4,21,97,21,1f,20,b9,20,9b,20,28,1f,9e,1f,61,1f,39,1f,1b,1f,2e,1f,86,1f,ab,20,35,20,9e,20,b0,20,dd,20,e2,21,16,21,14,21,2c,20,c9,20,4e,EOP
10,02,00,00,4e,20,25,1f,b6,1f,7e,1f,3f,1f,2a,1e,e4,1e,eb,1e,df,1e,d4,1e,c2,1f,15,1f,35,1f,7c,1f,9c,1f,bd,1f,a5,1f,af,1f,a9,1f,c2,1f,a2,1f,66,1f,13,1e,fd,1e,f0,1f,53,1f,da,20,38,20,9a,20,c2,20,cf,20,a9,20,6c,20,06,1f,9a,1f,31,1e,a7,1e,98,1e,a1,EOP
10,02,00,00,4f,1e,ec,1f,5c,1f,da,20,b8,21,38,21,7a,21,be,21,b8,21,a4,21,7c,21,2c,20,f3,20,a8,20,80,20,62,20,63,20,62,20,3d,20,38,20,15,20,16,1f,db,1f,c4,1f,a5,1f,5d,1f,06,1e,b8,1e,67,1e,4a,1e,4f,1e,70,1e,88,1e,96,1e,b7,1e,db,1f,16,1f,28,1f,47,EOP
10,02,00,00,50,1f,b6,1f,d4,1f,ec,1f,dc,1f,f5,1f,f8,20,1e,20,75,20,c4,20,f4,21,3f,21,28,21,15,20,e6,20,9b,20,70,20,6b,20,45,20,16,1f,f9,1f,d7,1f,ad,1f,8e,1f,76,1f,94,1f,b9,1f,9f,1f,65,1f,5e,1f,53,1f,75,1f,56,1f,4d,1f,45,1f,48,1f,52,1f,36,1f,58,EOP
10,02,00,00,51,1f,3d,1f,59,1f,83,1f,b6,1f,dc,1f,dc,1f,d0,1f,d7,1f,b7,1f,e1,20,19,20,2e,20,20,20,09,1f,d0,1f,d7,1f,f6,20,1d,20,40,20,48,20,4b,20,87,20,75,20,9c,20,93,20,72,20,97,20,97,20,c5,20,9c,20,56,20,27,1f,c5,1f,57,1f,46,1e,f2,1e,99,1e,76,EOP
10,02,00,00,52,1e,64,1e,6e,1e,b9,1e,c7,1f,44,1f,73,1f,dc,20,34,20,58,20,74,20,9b,20,cb,20,a6,20,89,20,45,20,2f,20,1f,20,3c,20,44,20,0d,20,02,1f,e7,1f,c4,1f,b4,1f,c9,1f,e3,1f,c1,1f,cf,1f,ce,1f,af,1f,9a,1f,4f,1f,2d,1f,2a,1f,42,1f,a3,1f,a6,1f,a7,EOP
10,02,00,00,53,1f,aa,1f,f6,20,28,20,2d,20,27,20,25,20,5a,20,72,20,a0,20,be,20,bb,20,a6,20,8e,20,6f,20,5b,1f,fc,1f,e3,1f,dd,20,07,1f,ed,1f,da,1f,ad,1f,d2,1f,b7,1f,e4,20,26,20,65,20,76,20,4f,20,0c,1f,eb,1f,a8,1f,8c,1f,48,1f,32,1f,39,1f,05,1e,f6,EOP
10,02,00,00,54,1f,41,1f,93,1f,9e,1f,ec,1f,f6,20,36,20,89,20,e0,20,c9,20,af,20,67,20,6d,20,77,20,4f,1f,d1,1f,3b,1e,b7,1e,2c,1d,ba,1d,55,1d,28,1d,63,1d,c9,1e,a2,1f,7e,20,61,21,32,21,e4,22,6d,22,a5,22,e0,22,c7,22,48,21,62,20,98,1f,f9,1f,8e,1f,23,EOP
10,02,00,00,55,1e,a6,1e,37,1d,fa,1d,fb,1e,0d,1e,45,1e,4f,1e,de,1f,3e,1f,a1,1f,d2,20,2f,20,80,20,a3,20,c5,20,f6,20,ce,20,84,20,5d,20,13,1f,e6,1f,d2,1f,a6,1f,92,1f,7d,1f,86,1f,98,1f,a8,20,1a,20,90,21,52,21,fd,22,8e,22,9f,22,88,22,27,21,93,20,e0,EOP
10,02,00,00,56,1f,df,1f,05,1d,fd,1d,3f,1c,84,1c,20,1c,2e,1c,a3,1d,91,1e,aa,1f,a3,20,90,21,7a,22,18,22,85,22,b9,22,b8,22,72,22,00,21,8b,20,e6,1f,db,1f,35,1e,42,1d,80,1d,0f,1c,e9,1c,d4,1d,15,1d,73,1d,ee,1e,9b,1f,78,20,3a,20,c0,21,29,21,5a,21,57,EOP
10,02,00,00,57,21,70,21,32,20,fa,20,d7,20,b6,20,98,20,68,20,55,20,4c,20,45,20,44,20,6d,20,79,20,93,20,62,20,09,1f,d9,1f,66,1f,22,1e,dd,1e,f3,1e,e7,1f,12,1f,27,1f,9b,1f,e9,20,2e,20,59,20,80,20,66,20,37,20,12,1f,c5,1f,97,1f,57,1f,17,1f,01,1e,b1,EOP
10,02,00,00,58,1e,a4,1e,e7,1e,fe,1f,59,1f,b2,20,09,20,85,20,9e,20,ca,20,e3,20,ef,20,dc,20,9e,20,b4,20,90,20,76,20,70,20,1c,1f,de,1f,b7,1f,99,1f,6b,1f,56,1f,27,1f,14,1f,1f,1f,46,1f,86,1f,c8,1f,e4,20,45,20,58,20,5e,20,4a,20,81,20,72,20,96,20,88,EOP
10,02,00,00,59,20,91,20,59,20,50,20,48,20,2c,1f,df,1f,ab,1f,72,1f,5f,1e,f0,1e,cf,1e,bf,1e,ef,1f,1e,1f,59,1f,61,1f,9f,1f,cd,20,1b,20,45,20,69,20,ae,20,c8,20,b4,20,c8,20,9a,20,85,20,47,20,1e,1f,e5,1f,be,1f,58,1f,14,1f,03,1e,fe,1e,c2,1e,ec,1e,ff,EOP
10,02,00,00,5a,1f,16,1f,71,1f,c6,1f,ef,20,6c,20,d6,20,d8,20,f0,20,c8,20,9f,20,63,20,53,20,24,1f,ca,1f,7e,1f,6a,1f,49,1f,1a,1e,f9,1e,e8,1f,0a,1f,25,1f,45,1f,78,1f,66,1f,56,1f,8d,1f,96,1f,c6,1f,dd,20,0e,20,29,20,18,20,30,20,34,20,57,20,71,20,79,EOP
10,02,00,00,5b,20,7b,20,86,20,ac,20,ce,20,be,20,8a,20,6b,20,a2,20,97,20,57,1f,f1,1f,86,1f,85,1f,8c,1f,94,1f,7c,1f,b4,1f,ac,1f,4c,1f,1e,1f,12,1f,14,1f,20,1f,3f,1f,41,1f,23,1f,34,1f,45,1f,6d,1f,60,1f,32,1f,11,1f,3b,1f,54,1f,5a,1f,5e,1f,4f,1f,39,EOP
10,02,00,00,5c,1f,44,1f,81,1f,b0,1f,c3,1f,f4,20,1f,20,7f,20,a3,20,e0,21,3d,21,58,21,5d,21,5c,21,94,21,80,21,6e,21,71,21,6f,21,47,21,21,20,c7,20,cc,20,72,20,1c,1f,a9,1f,2c,1e,e3,1e,b3,1e,85,1e,9e,1e,a1,1e,d3,1e,f9,1f,21,1f,43,1f,54,1f,19,1f,32,EOP
10,02,00,00,5d,1f,44,1f,2c,1e,fa,1f,18,1f,48,1f,7d,1f,c8,20,08,20,25,20,8c,20,b6,20,c1,20,c5,20,e9,20,e9,20,d6,20,b0,20,5a,20,25,1f,ef,1f,8c,1f,50,1f,4e,1f,10,1e,ea,1f,03,1f,55,1f,57,1f,93,1f,e3,20,22,20,31,20,21,20,37,20,1d,20,04,1f,e2,1f,be,EOP
10,02,00,00,5e,1f,cc,1f,c1,1f,c9,1f,d6,1f,e8,20,45,20,87,20,c6,20,c0,20,97,20,43,20,25,20,2f,20,44,20,42,20,31,1f,ff,1f,ba,1f,86,1f,40,1f,3b,1f,2b,1f,74,1f,49,1f,3a,1f,12,1f,0b,1f,00,1e,f9,1e,ff,1f,40,1f,7c,1f,ae,20,13,20,36,20,45,20,89,20,84,EOP
10,02,00,00,5f,20,5e,20,1a,1f,ed,20,12,20,00,20,02,1f,e8,1f,d6,20,15,20,6f,20,b0,20,cb,20,c0,20,ba,20,cc,20,7e,20,53,20,15,1f,b4,1f,8a,1f,19,1e,e8,1e,b3,1e,75,1e,42,1e,37,1e,49,1e,a0,1e,fc,1f,48,1f,b4,20,10,20,52,20,c5,21,3d,21,69,21,a8,21,9a,EOP
10,02,00,00,60,21,89,21,3e,20,e7,20,8d,20,5a,1f,f3,1f,69,1f,1e,1e,f6,1e,b4,1e,86,1e,c8,1e,c2,1e,d3,1f,18,1f,51,1f,60,1f,73,1f,a7,1f,d8,1f,e0,1f,c1,1f,d5,1f,d5,1f,b6,1f,a9,1f,7e,1f,73,1f,7b,1f,5c,1f,7d,1f,a1,1f,cd,20,1e,20,56,20,99,20,c4,21,14,EOP
10,02,00,00,61,21,24,21,40,20,ff,20,b7,20,57,20,13,1f,c8,1f,8b,1f,57,1f,1d,1f,2a,1f,44,1f,76,1f,d3,20,3e,20,4f,20,af,21,2f,21,be,21,fc,22,0b,21,fe,21,dd,21,5a,21,17,20,88,1f,f8,1f,3e,1e,c3,1e,6a,1e,0f,1d,ac,1d,74,1d,75,1d,95,1e,20,1e,96,1f,1a,EOP
10,02,00,00,62,1f,c2,20,39,20,cc,21,45,21,bf,22,25,22,0c,22,07,21,b1,21,24,20,e3,20,8d,20,8c,20,4e,20,0f,1f,c1,1f,6a,1f,24,1f,04,1e,e4,1f,07,1f,09,1f,18,1f,3d,1f,3f,1f,80,1f,f1,20,4b,20,a6,20,da,20,fd,20,d7,20,8f,20,17,1f,be,1f,7b,1f,5a,1f,4a,EOP
10,02,00,00,63,1f,70,1f,5b,1f,76,1f,a4,1f,cc,20,1d,20,56,20,7e,20,be,20,f3,21,11,21,2c,21,34,21,03,20,ce,20,a4,20,4f,1f,f8,1f,b0,1f,89,1f,a5,1f,d5,1f,eb,20,1d,20,50,20,4e,20,6a,20,32,20,25,1f,d1,1f,a3,1f,b9,1f,d7,1f,d8,1f,fb,20,18,20,29,20,2f,EOP
10,02,00,00,64,20,3f,20,0a,1f,c2,1f,66,1e,c2,1e,85,1e,69,1e,79,1e,ea,1f,2d,1f,98,20,38,20,cf,21,16,21,4a,21,95,21,a7,21,97,21,7a,21,4f,21,1b,20,e8,20,cb,20,90,20,9d,20,a5,20,91,20,71,20,3d,20,3e,20,4c,20,54,20,5e,20,04,1f,e2,1f,95,1f,31,1f,12,EOP
10,02,00,00,65,1f,0f,1e,e6,1e,d5,1e,d5,1e,b4,1e,c3,1e,ce,1f,1a,1f,38,1f,69,1f,aa,1f,f6,20,62,20,ae,20,95,20,a4,20,69,20,44,20,3e,20,52,20,38,20,31,20,47,20,32,1f,ff,20,01,1f,e8,1f,f7,20,22,20,0c,20,41,20,8c,20,e2,21,11,20,e8,21,00,21,2f,21,19,EOP
10,02,00,00,66,20,fc,21,0e,21,22,21,19,20,b6,20,86,20,37,20,32,1f,e0,1f,b8,1f,ac,1f,5d,1f,5e,1f,17,1f,1d,1e,f7,1f,2d,1f,7c,1f,9f,1f,9b,1f,d9,20,0e,20,30,20,39,1f,ee,1f,c5,1f,d2,1f,d8,1f,a9,1f,a1,1f,66,1f,48,1f,86,1f,8a,1f,8f,1f,c8,1f,f3,20,3b,EOP
10,02,00,00,67,20,c6,20,eb,21,2d,21,82,21,7e,21,9f,21,95,21,bd,21,b5,21,5e,20,c3,20,44,20,07,1f,a8,1f,74,1f,5d,1f,96,1f,ab,1f,b0,1f,e2,20,4b,20,7a,20,9d,20,bd,20,b9,20,75,20,22,1f,c8,1f,7c,1f,35,1e,d4,1e,b2,1e,81,1e,82,1e,80,1e,bd,1e,de,1f,12,EOP
10,02,00,00,68,1f,36,1f,76,1f,e7,20,59,20,7e,21,06,21,0a,20,c6,20,9a,20,d4,20,c5,20,8b,20,88,20,7d,20,33,20,1e,1f,d3,1f,8a,1f,5e,1f,ad,1f,f8,20,25,20,9b,20,cd,21,2e,21,bd,22,05,22,75,22,a3,22,b4,22,6e,22,0e,21,b7,21,09,20,42,1f,be,1f,3a,1e,eb,EOP
10,02,00,00,69,1e,82,1e,77,1e,8d,1e,9d,1e,a1,1e,a7,1f,38,1f,97,20,20,20,49,20,77,20,61,20,45,20,03,1f,a0,1f,3b,1f,1f,1e,b9,1e,5f,1e,5a,1e,9e,1e,cc,1f,03,1f,95,20,17,20,b8,21,09,21,a1,21,e1,22,00,22,22,22,30,22,22,21,e4,21,a5,21,6a,21,0a,20,b8,EOP
10,02,00,00,6a,20,6d,20,56,20,22,1f,c3,1f,7b,1f,4a,1f,6a,1f,8a,1f,a3,1f,df,20,40,20,49,20,27,20,55,20,3d,20,1d,1f,c1,1f,44,1e,f2,1e,a7,1e,78,1e,67,1e,60,1e,bc,1f,3a,1f,b7,20,2f,20,a2,21,27,21,9e,22,0e,22,16,22,16,21,ce,21,92,20,c4,20,16,1f,7d,EOP
10,02,00,00,6b,1e,e7,1e,73,1e,3f,1e,6b,1e,e0,1f,a3,20,6d,21,6c,22,4e,23,15,23,67,23,86,23,60,22,ca,22,16,21,2d,20,22,1f,2a,1e,70,1e,0a,1d,db,1d,c0,1d,e6,1e,3d,1e,c8,1f,87,20,37,20,bd,21,59,21,db,22,32,22,0f,22,09,21,c9,21,77,21,20,20,b7,20,57,EOP
10,02,00,00,6c,1f,fc,1f,a8,1f,bc,20,09,20,15,20,37,20,73,20,7e,20,64,20,51,20,6d,20,67,20,99,20,77,20,b8,20,ae,20,4f,20,30,20,5b,20,4c,20,73,20,a8,20,b2,20,ad,20,84,20,a8,20,7f,20,57,20,88,20,5e,20,34,20,2c,20,1b,20,19,20,0a,20,29,20,48,20,66,EOP
10,02,00,00,6d,20,79,20,be,20,ce,20,db,21,05,21,20,20,f8,20,90,20,7e,20,2a,1f,e0,1f,94,1f,84,1f,a0,1f,ca,20,0a,20,28,20,45,20,80,20,bc,20,cd,20,f0,20,ce,20,bb,20,53,20,0c,1f,d3,1f,a5,1f,a3,1f,9d,1f,ce,20,28,20,70,20,83,20,e4,21,7c,21,c0,21,9f,EOP
10,02,00,00,6e,21,5a,20,eb,20,9b,20,4a,20,4d,20,10,1f,f3,1f,d0,1f,a9,1f,72,1f,52,1f,9d,1f,e0,20,25,20,46,20,2a,20,4a,20,5d,20,70,20,78,20,8d,20,c6,20,f6,21,38,21,6f,21,a2,21,a1,21,90,21,37,21,10,20,e2,20,d4,20,b6,20,98,20,61,20,46,20,4c,20,54,EOP
10,02,00,00,6f,20,5e,20,38,20,68,20,98,20,8e,20,c8,20,e1,20,d0,20,bf,20,c6,20,e1,21,10,21,08,20,ea,20,a5,20,67,20,4e,20,32,20,41,20,42,20,2d,20,36,20,3a,20,38,20,3f,20,50,20,19,20,07,1f,d4,1f,c3,1f,c7,1f,b6,1f,c8,1f,da,1f,fa,20,4f,20,65,20,62,EOP
10,02,00,00,70,20,7e,20,77,20,95,20,a4,20,6c,20,73,20,70,20,32,20,44,1f,ed,1f,e4,1f,f4,1f,f2,20,03,1f,fa,1f,da,20,03,20,38,20,15,20,5d,20,7f,20,8f,20,77,20,68,20,49,20,35,20,1e,20,65,20,73,20,76,20,88,20,96,20,ae,20,ce,20,fe,21,09,21,12,21,0b,EOP
10,02,00,00,71,20,df,20,b7,20,62,20,44,20,31,20,29,20,02,1f,f1,20,09,1f,a8,1f,cd,1f,c4,1f,e6,20,0e,20,0e,1f,ff,20,18,20,40,20,46,20,44,20,2a,20,28,20,40,20,71,20,75,20,5f,20,60,20,5d,20,83,20,86,20,71,20,74,20,8b,20,b1,20,bc,20,c5,20,85,20,97,EOP
10,02,00,00,72,20,9a,20,ab,20,7e,20,6c,20,71,20,94,20,7e,20,50,1f,f8,1f,a5,1f,94,1f,59,1f,66,1f,55,1f,39,1f,61,1f,5f,1f,7a,1f,c9,20,16,20,4d,20,b5,20,f2,21,4d,21,6f,21,7d,21,7a,21,25,20,c1,20,9a,20,5c,1f,d9,1f,8d,1f,6c,1f,5c,1f,2a,1f,50,1f,ac,EOP
10,02,00,00,73,1f,cc,20,22,20,43,20,66,20,9e,20,be,20,ec,20,b4,20,a3,20,2f,20,05,1f,f6,1f,f2,1f,db,1f,7a,1f,75,1f,7a,1f,96,1f,96,1f,90,1f,b4,1f,f3,20,10,20,44,20,67,20,a4,20,da,20,d1,20,fe,21,28,21,71,21,68,21,40,21,54,20,f9,20,e3,20,c7,20,aa,EOP
